"userid","kept","late.luck","type"
336,FALSE,FALSE,TRUE
338,TRUE,FALSE,TRUE
339,TRUE,TRUE,TRUE
340,TRUE,FALSE,FALSE
341,TRUE,FALSE,TRUE
342,TRUE,TRUE,TRUE
343,TRUE,FALSE,TRUE
345,TRUE,FALSE,TRUE
348,TRUE,FALSE,TRUE
350,TRUE,FALSE,TRUE
353,TRUE,FALSE,TRUE
355,FALSE,TRUE,TRUE
356,TRUE,FALSE,TRUE
357,FALSE,FALSE,FALSE
358,TRUE,FALSE,TRUE
361,TRUE,FALSE,TRUE
362,TRUE,FALSE,TRUE
363,TRUE,TRUE,TRUE
364,FALSE,FALSE,FALSE
365,TRUE,FALSE,TRUE
366,TRUE,FALSE,TRUE
368,FALSE,FALSE,TRUE
369,FALSE,TRUE,TRUE
370,TRUE,TRUE,TRUE
371,TRUE,FALSE,FALSE
372,TRUE,FALSE,TRUE
373,TRUE,TRUE,TRUE
374,TRUE,FALSE,FALSE
375,TRUE,TRUE,TRUE
376,TRUE,FALSE,TRUE
377,FALSE,FALSE,TRUE
378,TRUE,FALSE,TRUE
380,TRUE,FALSE,TRUE
381,TRUE,FALSE,TRUE
382,TRUE,FALSE,TRUE
383,FALSE,TRUE,TRUE
386,FALSE,FALSE,TRUE
388,TRUE,FALSE,TRUE
389,TRUE,FALSE,TRUE
390,FALSE,FALSE,TRUE
392,FALSE,TRUE,TRUE
393,FALSE,TRUE,TRUE
394,TRUE,FALSE,TRUE
395,FALSE,FALSE,TRUE
397,TRUE,FALSE,TRUE
398,TRUE,FALSE,TRUE
399,FALSE,FALSE,FALSE
400,TRUE,FALSE,FALSE
401,TRUE,FALSE,TRUE
404,TRUE,FALSE,TRUE
405,FALSE,FALSE,TRUE
406,FALSE,FALSE,TRUE
407,TRUE,FALSE,TRUE
408,TRUE,FALSE,TRUE
409,TRUE,TRUE,FALSE
410,TRUE,FALSE,TRUE
411,TRUE,FALSE,TRUE
412,TRUE,FALSE,TRUE
413,TRUE,FALSE,TRUE
414,TRUE,FALSE,TRUE
415,TRUE,FALSE,TRUE
416,TRUE,TRUE,TRUE
417,TRUE,FALSE,TRUE
419,TRUE,FALSE,FALSE
420,TRUE,FALSE,TRUE
422,FALSE,FALSE,TRUE
423,TRUE,FALSE,TRUE
424,TRUE,FALSE,TRUE
426,TRUE,FALSE,TRUE
428,TRUE,FALSE,TRUE
429,TRUE,FALSE,TRUE
430,FALSE,FALSE,TRUE
431,TRUE,FALSE,TRUE
432,FALSE,FALSE,TRUE
434,TRUE,FALSE,FALSE
436,TRUE,FALSE,TRUE
437,TRUE,FALSE,TRUE
438,TRUE,FALSE,TRUE
440,TRUE,FALSE,TRUE
441,TRUE,TRUE,TRUE
444,TRUE,FALSE,TRUE
450,TRUE,FALSE,FALSE
451,TRUE,FALSE,TRUE
452,FALSE,FALSE,TRUE
454,TRUE,TRUE,TRUE
455,FALSE,FALSE,TRUE
456,TRUE,FALSE,TRUE
457,TRUE,TRUE,FALSE
458,TRUE,FALSE,TRUE
459,TRUE,FALSE,TRUE
461,TRUE,FALSE,FALSE
462,FALSE,FALSE,TRUE
465,TRUE,FALSE,TRUE
467,TRUE,TRUE,TRUE
469,TRUE,TRUE,TRUE
472,TRUE,FALSE,TRUE
473,TRUE,FALSE,TRUE
474,FALSE,TRUE,TRUE
475,TRUE,TRUE,TRUE
477,TRUE,FALSE,TRUE
478,TRUE,FALSE,TRUE
480,FALSE,TRUE,TRUE
481,FALSE,FALSE,TRUE
482,FALSE,FALSE,FALSE
483,TRUE,FALSE,FALSE
484,TRUE,TRUE,TRUE
485,TRUE,FALSE,TRUE
486,TRUE,FALSE,TRUE
487,FALSE,FALSE,TRUE
488,TRUE,TRUE,TRUE
489,FALSE,FALSE,TRUE
491,FALSE,FALSE,TRUE
493,FALSE,FALSE,TRUE
495,TRUE,FALSE,TRUE
497,TRUE,FALSE,TRUE
498,TRUE,FALSE,TRUE
499,TRUE,FALSE,TRUE
500,TRUE,FALSE,TRUE
501,TRUE,FALSE,TRUE
502,TRUE,TRUE,TRUE
503,TRUE,TRUE,TRUE
507,FALSE,FALSE,TRUE
509,TRUE,FALSE,TRUE
512,TRUE,TRUE,TRUE
514,FALSE,FALSE,FALSE
515,TRUE,FALSE,TRUE
516,TRUE,FALSE,TRUE
518,TRUE,FALSE,TRUE
519,FALSE,FALSE,TRUE
520,TRUE,FALSE,TRUE
521,FALSE,FALSE,FALSE
524,FALSE,FALSE,FALSE
525,TRUE,FALSE,TRUE
526,TRUE,FALSE,TRUE
527,TRUE,TRUE,TRUE
528,TRUE,TRUE,TRUE
529,FALSE,FALSE,TRUE
530,FALSE,FALSE,TRUE
531,TRUE,FALSE,TRUE
532,TRUE,TRUE,TRUE
533,TRUE,FALSE,TRUE
534,FALSE,TRUE,TRUE
535,TRUE,FALSE,TRUE
536,TRUE,FALSE,TRUE
537,FALSE,FALSE,TRUE
538,TRUE,TRUE,TRUE
539,TRUE,FALSE,TRUE
540,TRUE,FALSE,FALSE
541,TRUE,FALSE,TRUE
542,TRUE,TRUE,TRUE
543,TRUE,FALSE,FALSE
545,TRUE,FALSE,TRUE
547,TRUE,FALSE,TRUE
548,FALSE,FALSE,TRUE
549,FALSE,TRUE,TRUE
550,TRUE,FALSE,TRUE
551,FALSE,TRUE,TRUE
553,FALSE,FALSE,TRUE
554,FALSE,FALSE,FALSE
555,FALSE,TRUE,TRUE
556,TRUE,FALSE,TRUE
557,FALSE,FALSE,TRUE
559,TRUE,FALSE,TRUE
560,TRUE,FALSE,TRUE
561,TRUE,FALSE,TRUE
562,TRUE,FALSE,TRUE
563,TRUE,TRUE,TRUE
566,TRUE,TRUE,FALSE
567,TRUE,FALSE,TRUE
568,TRUE,FALSE,TRUE
569,FALSE,TRUE,FALSE
571,FALSE,TRUE,TRUE
572,TRUE,TRUE,TRUE
574,TRUE,FALSE,TRUE
575,TRUE,TRUE,TRUE
576,TRUE,FALSE,TRUE
578,TRUE,FALSE,TRUE
580,TRUE,FALSE,TRUE
581,FALSE,TRUE,TRUE
582,FALSE,FALSE,FALSE
583,TRUE,FALSE,TRUE
585,FALSE,FALSE,TRUE
586,TRUE,TRUE,TRUE
587,FALSE,TRUE,TRUE
588,TRUE,FALSE,TRUE
589,FALSE,FALSE,TRUE
590,FALSE,FALSE,TRUE
591,TRUE,TRUE,TRUE
593,TRUE,TRUE,TRUE
594,TRUE,TRUE,TRUE
596,TRUE,TRUE,TRUE
597,FALSE,FALSE,TRUE
598,FALSE,TRUE,TRUE
599,FALSE,FALSE,TRUE
600,FALSE,FALSE,TRUE
601,FALSE,FALSE,TRUE
602,FALSE,FALSE,TRUE
604,TRUE,TRUE,TRUE
605,FALSE,FALSE,TRUE
606,TRUE,FALSE,TRUE
607,TRUE,FALSE,TRUE
608,TRUE,FALSE,TRUE
609,TRUE,FALSE,FALSE
610,TRUE,FALSE,TRUE
611,TRUE,FALSE,TRUE
612,TRUE,FALSE,TRUE
613,TRUE,TRUE,TRUE
614,TRUE,TRUE,TRUE
615,FALSE,FALSE,TRUE
616,TRUE,TRUE,TRUE
617,TRUE,TRUE,TRUE
619,TRUE,FALSE,FALSE
620,TRUE,FALSE,TRUE
621,TRUE,FALSE,TRUE
622,FALSE,FALSE,TRUE
623,TRUE,FALSE,TRUE
624,TRUE,FALSE,TRUE
625,TRUE,FALSE,TRUE
626,TRUE,FALSE,FALSE
627,FALSE,FALSE,FALSE
628,FALSE,FALSE,FALSE
629,TRUE,FALSE,FALSE
630,TRUE,TRUE,TRUE
631,TRUE,FALSE,FALSE
632,FALSE,FALSE,FALSE
634,TRUE,FALSE,TRUE
636,FALSE,FALSE,FALSE
640,TRUE,FALSE,TRUE
641,FALSE,FALSE,TRUE
642,TRUE,TRUE,TRUE
644,FALSE,FALSE,TRUE
646,FALSE,FALSE,FALSE
648,TRUE,TRUE,TRUE
649,TRUE,TRUE,TRUE
650,TRUE,FALSE,TRUE
651,TRUE,FALSE,TRUE
652,TRUE,TRUE,TRUE
653,TRUE,TRUE,TRUE
654,TRUE,FALSE,TRUE
655,FALSE,FALSE,TRUE
656,TRUE,FALSE,TRUE
657,TRUE,FALSE,TRUE
658,TRUE,FALSE,FALSE
659,TRUE,FALSE,TRUE
660,TRUE,TRUE,FALSE
663,TRUE,FALSE,TRUE
664,TRUE,FALSE,TRUE
666,FALSE,FALSE,TRUE
667,TRUE,FALSE,TRUE
668,TRUE,FALSE,TRUE
669,FALSE,FALSE,TRUE
670,TRUE,FALSE,TRUE
673,FALSE,FALSE,TRUE
674,TRUE,TRUE,TRUE
675,FALSE,FALSE,FALSE
676,FALSE,FALSE,TRUE
678,FALSE,FALSE,TRUE
680,TRUE,FALSE,TRUE
681,TRUE,TRUE,TRUE
682,TRUE,TRUE,FALSE
683,FALSE,FALSE,TRUE
684,TRUE,FALSE,TRUE
685,TRUE,FALSE,TRUE
686,TRUE,FALSE,TRUE
687,TRUE,FALSE,TRUE
688,TRUE,TRUE,TRUE
689,FALSE,FALSE,TRUE
690,FALSE,FALSE,TRUE
691,FALSE,FALSE,FALSE
692,TRUE,TRUE,TRUE
694,TRUE,TRUE,TRUE
697,TRUE,FALSE,TRUE
698,TRUE,FALSE,TRUE
700,TRUE,TRUE,TRUE
701,TRUE,FALSE,TRUE
704,TRUE,FALSE,FALSE
705,FALSE,FALSE,TRUE
706,FALSE,FALSE,TRUE
707,TRUE,TRUE,TRUE
709,TRUE,FALSE,TRUE
711,TRUE,TRUE,TRUE
712,TRUE,FALSE,TRUE
713,FALSE,TRUE,TRUE
714,FALSE,FALSE,FALSE
715,FALSE,FALSE,TRUE
716,TRUE,FALSE,TRUE
718,TRUE,TRUE,TRUE
719,FALSE,FALSE,TRUE
720,TRUE,FALSE,TRUE
721,TRUE,FALSE,TRUE
722,TRUE,TRUE,TRUE
723,TRUE,FALSE,TRUE
724,TRUE,FALSE,FALSE
725,TRUE,FALSE,TRUE
726,TRUE,FALSE,FALSE
727,TRUE,FALSE,TRUE
729,TRUE,FALSE,TRUE
730,FALSE,FALSE,FALSE
732,TRUE,TRUE,TRUE
733,TRUE,FALSE,TRUE
734,FALSE,TRUE,TRUE
735,FALSE,FALSE,TRUE
736,TRUE,FALSE,TRUE
737,FALSE,TRUE,TRUE
738,FALSE,FALSE,TRUE
739,TRUE,FALSE,TRUE
741,FALSE,TRUE,FALSE
742,FALSE,FALSE,TRUE
743,TRUE,FALSE,TRUE
744,FALSE,FALSE,TRUE
746,TRUE,TRUE,TRUE
749,TRUE,FALSE,TRUE
750,TRUE,TRUE,TRUE
751,TRUE,FALSE,TRUE
752,TRUE,FALSE,TRUE
753,TRUE,TRUE,TRUE
754,FALSE,FALSE,TRUE
755,FALSE,FALSE,FALSE
756,TRUE,TRUE,FALSE
758,TRUE,FALSE,FALSE
759,TRUE,TRUE,TRUE
760,TRUE,TRUE,TRUE
761,TRUE,FALSE,TRUE
763,TRUE,FALSE,TRUE
767,FALSE,TRUE,TRUE
769,TRUE,FALSE,TRUE
770,TRUE,FALSE,TRUE
771,TRUE,FALSE,TRUE
772,FALSE,FALSE,FALSE
773,FALSE,FALSE,FALSE
774,FALSE,FALSE,FALSE
776,FALSE,FALSE,TRUE
777,TRUE,FALSE,TRUE
780,TRUE,FALSE,TRUE
781,TRUE,FALSE,TRUE
782,TRUE,FALSE,TRUE
783,TRUE,TRUE,TRUE
784,TRUE,TRUE,TRUE
785,TRUE,FALSE,TRUE
786,TRUE,FALSE,TRUE
787,FALSE,TRUE,TRUE
788,TRUE,TRUE,TRUE
789,TRUE,FALSE,TRUE
793,TRUE,FALSE,TRUE
794,TRUE,FALSE,TRUE
796,TRUE,FALSE,TRUE
798,FALSE,TRUE,TRUE
800,TRUE,FALSE,TRUE
801,TRUE,TRUE,TRUE
802,TRUE,TRUE,TRUE
803,TRUE,TRUE,TRUE
804,FALSE,TRUE,TRUE
805,FALSE,FALSE,TRUE
807,TRUE,FALSE,FALSE
808,TRUE,TRUE,FALSE
809,FALSE,FALSE,TRUE
811,TRUE,FALSE,TRUE
812,TRUE,FALSE,TRUE
814,FALSE,FALSE,TRUE
815,FALSE,FALSE,TRUE
816,TRUE,FALSE,TRUE
817,FALSE,FALSE,TRUE
819,TRUE,FALSE,TRUE
820,TRUE,FALSE,TRUE
821,FALSE,FALSE,TRUE
822,TRUE,TRUE,TRUE
824,TRUE,FALSE,TRUE
825,FALSE,TRUE,FALSE
826,TRUE,FALSE,TRUE
827,TRUE,TRUE,TRUE
829,TRUE,FALSE,TRUE
831,TRUE,FALSE,TRUE
833,FALSE,FALSE,TRUE
834,TRUE,FALSE,TRUE
835,FALSE,FALSE,TRUE
836,TRUE,FALSE,TRUE
837,FALSE,FALSE,FALSE
838,TRUE,FALSE,TRUE
839,FALSE,TRUE,FALSE
840,TRUE,FALSE,TRUE
841,TRUE,FALSE,TRUE
843,TRUE,FALSE,TRUE
844,TRUE,TRUE,TRUE
846,TRUE,TRUE,TRUE
848,TRUE,TRUE,TRUE
849,TRUE,TRUE,TRUE
850,TRUE,TRUE,TRUE
851,FALSE,FALSE,FALSE
853,TRUE,FALSE,TRUE
854,FALSE,FALSE,TRUE
856,TRUE,FALSE,TRUE
857,TRUE,TRUE,TRUE
858,FALSE,FALSE,TRUE
859,TRUE,TRUE,TRUE
860,FALSE,FALSE,FALSE
861,TRUE,FALSE,TRUE
863,TRUE,FALSE,TRUE
864,TRUE,TRUE,TRUE
865,TRUE,TRUE,TRUE
866,TRUE,TRUE,TRUE
867,TRUE,FALSE,FALSE
868,TRUE,FALSE,TRUE
870,TRUE,FALSE,TRUE
871,TRUE,FALSE,TRUE
872,FALSE,FALSE,TRUE
873,TRUE,FALSE,FALSE
874,FALSE,FALSE,TRUE
875,TRUE,TRUE,TRUE
876,TRUE,FALSE,TRUE
877,FALSE,FALSE,FALSE
879,TRUE,FALSE,TRUE
880,TRUE,TRUE,TRUE
881,TRUE,FALSE,TRUE
882,FALSE,FALSE,TRUE
883,TRUE,FALSE,TRUE
884,TRUE,FALSE,TRUE
885,TRUE,TRUE,TRUE
886,TRUE,FALSE,FALSE
887,TRUE,TRUE,TRUE
888,FALSE,FALSE,TRUE
890,FALSE,FALSE,TRUE
891,TRUE,TRUE,TRUE
893,TRUE,FALSE,TRUE
895,FALSE,FALSE,TRUE
896,TRUE,FALSE,TRUE
897,FALSE,FALSE,TRUE
899,TRUE,FALSE,TRUE
901,TRUE,FALSE,TRUE
902,TRUE,FALSE,TRUE
903,TRUE,FALSE,TRUE
904,FALSE,FALSE,TRUE
906,TRUE,FALSE,FALSE
908,TRUE,FALSE,TRUE
909,TRUE,TRUE,TRUE
910,TRUE,TRUE,TRUE
911,TRUE,FALSE,TRUE
914,TRUE,FALSE,TRUE
915,TRUE,FALSE,TRUE
916,TRUE,FALSE,TRUE
917,FALSE,FALSE,FALSE
920,FALSE,FALSE,TRUE
921,TRUE,FALSE,TRUE
923,FALSE,FALSE,FALSE
924,TRUE,FALSE,TRUE
927,TRUE,FALSE,FALSE
930,TRUE,FALSE,TRUE
931,TRUE,FALSE,TRUE
932,TRUE,FALSE,TRUE
933,TRUE,FALSE,TRUE
934,TRUE,FALSE,TRUE
935,TRUE,FALSE,TRUE
936,TRUE,TRUE,TRUE
937,FALSE,FALSE,TRUE
938,TRUE,FALSE,FALSE
939,TRUE,FALSE,TRUE
940,TRUE,FALSE,TRUE
941,TRUE,FALSE,TRUE
942,TRUE,TRUE,TRUE
943,TRUE,FALSE,TRUE
944,TRUE,FALSE,FALSE
945,FALSE,FALSE,FALSE
949,TRUE,TRUE,TRUE
950,TRUE,FALSE,FALSE
952,TRUE,TRUE,TRUE
954,FALSE,FALSE,TRUE
956,TRUE,FALSE,TRUE
957,TRUE,FALSE,TRUE
961,TRUE,FALSE,TRUE
962,TRUE,FALSE,TRUE
963,TRUE,FALSE,TRUE
964,TRUE,TRUE,TRUE
966,FALSE,FALSE,TRUE
967,FALSE,FALSE,FALSE
970,TRUE,TRUE,FALSE
971,TRUE,FALSE,FALSE
972,FALSE,TRUE,TRUE
973,TRUE,FALSE,TRUE
974,TRUE,FALSE,TRUE
975,TRUE,TRUE,FALSE
977,FALSE,FALSE,TRUE
978,TRUE,FALSE,TRUE
979,TRUE,FALSE,TRUE
981,TRUE,FALSE,TRUE
983,TRUE,FALSE,TRUE
984,TRUE,FALSE,TRUE
985,FALSE,FALSE,TRUE
986,TRUE,FALSE,TRUE
989,TRUE,FALSE,TRUE
990,TRUE,TRUE,TRUE
991,TRUE,TRUE,TRUE
992,TRUE,TRUE,FALSE
993,TRUE,TRUE,TRUE
994,TRUE,TRUE,TRUE
995,TRUE,FALSE,FALSE
996,FALSE,FALSE,TRUE
997,TRUE,FALSE,TRUE
998,FALSE,FALSE,TRUE
999,TRUE,FALSE,TRUE
1000,TRUE,FALSE,TRUE
1002,TRUE,FALSE,TRUE
1003,TRUE,FALSE,TRUE
1006,TRUE,TRUE,TRUE
1009,TRUE,FALSE,TRUE
1010,TRUE,FALSE,TRUE
1011,TRUE,TRUE,TRUE
1012,TRUE,FALSE,TRUE
1013,TRUE,FALSE,TRUE
1014,FALSE,FALSE,FALSE
1016,TRUE,TRUE,TRUE
1017,TRUE,FALSE,FALSE
1018,TRUE,FALSE,TRUE
1019,TRUE,TRUE,TRUE
1022,FALSE,FALSE,FALSE
1023,TRUE,TRUE,TRUE
1024,TRUE,FALSE,TRUE
1029,FALSE,FALSE,FALSE
1031,TRUE,FALSE,TRUE
1032,TRUE,TRUE,TRUE
1033,TRUE,FALSE,TRUE
1034,TRUE,FALSE,TRUE
1035,FALSE,FALSE,TRUE
1036,TRUE,FALSE,TRUE
1037,TRUE,FALSE,TRUE
1039,TRUE,TRUE,TRUE
1040,TRUE,FALSE,TRUE
1042,TRUE,FALSE,TRUE
1043,TRUE,FALSE,TRUE
1047,TRUE,TRUE,TRUE
1048,TRUE,FALSE,TRUE
1049,TRUE,FALSE,TRUE
1050,TRUE,FALSE,TRUE
1054,TRUE,FALSE,TRUE
1055,TRUE,FALSE,FALSE
1056,FALSE,FALSE,TRUE
1057,FALSE,FALSE,TRUE
1058,TRUE,FALSE,TRUE
1059,FALSE,FALSE,TRUE
1060,TRUE,FALSE,TRUE
1062,TRUE,FALSE,TRUE
1064,TRUE,FALSE,TRUE
1065,FALSE,TRUE,TRUE
1066,TRUE,FALSE,TRUE
1067,TRUE,FALSE,TRUE
1068,TRUE,FALSE,TRUE
1069,TRUE,TRUE,TRUE
1070,FALSE,TRUE,TRUE
1073,FALSE,FALSE,TRUE
1074,FALSE,FALSE,FALSE
1078,TRUE,FALSE,FALSE
1079,TRUE,FALSE,TRUE
1080,TRUE,TRUE,TRUE
1082,FALSE,TRUE,TRUE
1083,TRUE,FALSE,TRUE
1085,TRUE,FALSE,TRUE
1086,FALSE,TRUE,TRUE
1087,TRUE,FALSE,TRUE
1088,FALSE,FALSE,TRUE
1090,TRUE,FALSE,TRUE
1093,TRUE,FALSE,TRUE
1094,TRUE,FALSE,TRUE
1095,TRUE,FALSE,TRUE
1096,TRUE,FALSE,FALSE
1097,TRUE,TRUE,TRUE
1098,TRUE,FALSE,TRUE
1100,TRUE,FALSE,TRUE
1102,TRUE,TRUE,TRUE
1103,FALSE,FALSE,FALSE
1104,TRUE,FALSE,TRUE
1105,TRUE,FALSE,FALSE
1106,TRUE,TRUE,TRUE
1108,FALSE,FALSE,TRUE
1109,TRUE,FALSE,TRUE
1112,FALSE,FALSE,TRUE
1114,TRUE,FALSE,TRUE
1115,TRUE,FALSE,TRUE
1116,TRUE,FALSE,TRUE
1117,TRUE,FALSE,TRUE
1119,TRUE,FALSE,FALSE
1121,TRUE,FALSE,TRUE
1124,TRUE,TRUE,TRUE
1125,TRUE,FALSE,TRUE
1126,TRUE,TRUE,TRUE
1128,TRUE,TRUE,TRUE
1129,FALSE,FALSE,TRUE
1130,TRUE,FALSE,TRUE
1131,TRUE,FALSE,FALSE
1133,TRUE,FALSE,TRUE
1134,TRUE,TRUE,FALSE
1136,TRUE,FALSE,TRUE
1137,TRUE,FALSE,TRUE
1139,FALSE,FALSE,TRUE
1140,TRUE,FALSE,FALSE
1141,TRUE,FALSE,TRUE
1143,TRUE,FALSE,FALSE
1144,TRUE,FALSE,TRUE
1145,TRUE,FALSE,TRUE
1146,FALSE,FALSE,TRUE
1147,TRUE,TRUE,TRUE
1149,FALSE,FALSE,FALSE
1150,FALSE,FALSE,TRUE
1151,TRUE,FALSE,TRUE
1153,TRUE,FALSE,TRUE
1154,TRUE,FALSE,FALSE
1155,FALSE,FALSE,TRUE
1157,TRUE,FALSE,TRUE
1159,TRUE,FALSE,TRUE
1161,TRUE,FALSE,TRUE
1162,TRUE,TRUE,TRUE
1163,FALSE,TRUE,TRUE
1164,TRUE,FALSE,TRUE
1166,FALSE,TRUE,TRUE
1167,TRUE,FALSE,TRUE
1170,FALSE,FALSE,TRUE
1171,FALSE,FALSE,TRUE
1172,FALSE,FALSE,TRUE
1175,FALSE,FALSE,TRUE
1177,FALSE,FALSE,TRUE
1178,TRUE,FALSE,TRUE
1180,FALSE,FALSE,TRUE
1181,TRUE,FALSE,TRUE
1183,TRUE,TRUE,TRUE
1184,TRUE,FALSE,TRUE
1185,TRUE,FALSE,TRUE
1186,FALSE,FALSE,TRUE
1188,TRUE,FALSE,TRUE
1193,FALSE,FALSE,TRUE
1194,FALSE,FALSE,TRUE
1195,FALSE,FALSE,FALSE
1196,TRUE,FALSE,TRUE
1197,TRUE,FALSE,TRUE
1198,TRUE,FALSE,TRUE
1199,FALSE,FALSE,FALSE
1201,TRUE,FALSE,FALSE
1205,TRUE,TRUE,TRUE
1206,TRUE,FALSE,FALSE
1208,TRUE,TRUE,TRUE
1210,TRUE,FALSE,TRUE
1212,TRUE,FALSE,TRUE
1213,FALSE,FALSE,TRUE
1214,FALSE,TRUE,TRUE
1215,TRUE,FALSE,TRUE
1217,TRUE,FALSE,TRUE
1219,TRUE,FALSE,TRUE
1220,TRUE,FALSE,FALSE
1222,TRUE,FALSE,TRUE
1224,FALSE,FALSE,TRUE
1225,TRUE,TRUE,TRUE
1227,FALSE,FALSE,TRUE
1228,TRUE,FALSE,TRUE
1230,TRUE,TRUE,TRUE
1231,FALSE,FALSE,FALSE
1232,TRUE,TRUE,TRUE
1233,FALSE,TRUE,TRUE
1234,TRUE,TRUE,TRUE
1236,FALSE,FALSE,TRUE
1237,TRUE,FALSE,TRUE
1238,TRUE,TRUE,TRUE
1239,TRUE,TRUE,TRUE
1240,TRUE,FALSE,TRUE
1241,FALSE,FALSE,TRUE
1244,TRUE,TRUE,TRUE
1245,TRUE,FALSE,TRUE
1246,TRUE,FALSE,TRUE
1248,TRUE,TRUE,FALSE
1251,TRUE,FALSE,TRUE
1252,FALSE,FALSE,FALSE
1253,TRUE,FALSE,TRUE
1255,FALSE,FALSE,TRUE
1256,TRUE,FALSE,TRUE
1257,TRUE,FALSE,TRUE
